time,round,nbMessages
403,11,433960
429,9,433960
441,12,433960
416,9,433960
456,9,433960
466,10,433960
441,10,433960
465,10,433960
459,11,433960
426,9,433960
430,10,433960
474,12,433960
443,10,433960
448,10,433960
524,9,433960
472,10,433960
631,10,433960
608,10,433960
597,9,433960
446,10,433960
456,10,433960
464,10,433960
437,9,433960
455,10,433960
454,10,433960
408,10,433960
422,10,433960
0,10,457080
0,11,457080
0,10,457080
0,10,457080
0,10,457080
0,10,457080
0,11,457080
0,8,457080
0,10,457080
0,11,457080
0,9,457080
0,10,457080
0,10,457080
0,9,457080
0,11,457080
0,10,457080
0,10,457080
0,9,457080
0,10,457080
0,10,457080
0,10,457080
0,9,457080
0,10,457080
0,9,457080
0,10,457080
0,10,457080
0,10,457080
0,10,457080
0,11,457080
0,10,457080
0,9,457080
0,10,457080
0,10,457080
0,12,457080
0,10,457080
0,11,457080
0,10,457080
0,10,457080
0,10,457080
0,9,457080
0,9,457080
0,10,457080
0,10,457080
0,9,457080
0,9,457080
0,9,457080
0,11,457080
0,9,457080
0,9,457080
0,10,457080
0,11,457080
502,9,480800
487,8,480800
473,9,480800
463,9,480800
550,9,480800
626,9,480800
516,11,480800
566,10,480800
458,10,480800
479,10,480800
488,9,480800
